imageFileName,gbifIDPlant,speciesPlant,scorePlant,scientificNameBird,gbifIDBird,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,dateFieldsValid,creator,publisher,license,rightsHolder,identifier,projectID,identificationDateTime
FMNH_160998back_668327954_4.JPG,5289715,Imperata brevifolia,1.1820000000000002,"Amazilia violiceps (Gould, 1859)",11003172,31.4238,-110.207535,6889.6,NORTH_AMERICA,Arizona,1905,5,4,1905-05-04,True,Mary Hennen : Field Museum of Natural History - Zoology,Unknown,(c) Field Museum of Natural History - CC BY-NC 4.0,Field Museum of Natural History,http://fm-digital-assets.fieldmuseum.org/663/958/FMNH_160998tag.JPG; http://fm-digital-assets.fieldmuseum.org/664/509/FMNH_160998back.JPG; http://fm-digital-assets.fieldmuseum.org/664/510/FMNH_160998side.JPG; http://fm-digital-assets.fieldmuseum.org/664/874/FMNH_160998front.JPG,k-southwestern-u-s-a,2024-10-13 12:38:39
FMNH_160998front_668327954_1.JPG,5289715,Imperata brevifolia,1.7309999999999999,"Amazilia violiceps (Gould, 1859)",11003172,31.4238,-110.207535,6889.6,NORTH_AMERICA,Arizona,1905,5,4,1905-05-04,True,Mary Hennen : Field Museum of Natural History - Zoology,Unknown,(c) Field Museum of Natural History - CC BY-NC 4.0,Field Museum of Natural History,http://fm-digital-assets.fieldmuseum.org/663/958/FMNH_160998tag.JPG; http://fm-digital-assets.fieldmuseum.org/664/509/FMNH_160998back.JPG; http://fm-digital-assets.fieldmuseum.org/664/510/FMNH_160998side.JPG; http://fm-digital-assets.fieldmuseum.org/664/874/FMNH_160998front.JPG,k-southwestern-u-s-a,2024-10-13 12:38:42
FMNH_160998tag_668327954_2.JPG,2725033,Carex retrorsa,0.20400000000000001,"Amazilia violiceps (Gould, 1859)",11003172,31.4238,-110.207535,6889.6,NORTH_AMERICA,Arizona,1905,5,4,1905-05-04,True,Mary Hennen : Field Museum of Natural History - Zoology,Unknown,(c) Field Museum of Natural History - CC BY-NC 4.0,Field Museum of Natural History,http://fm-digital-assets.fieldmuseum.org/663/958/FMNH_160998tag.JPG; http://fm-digital-assets.fieldmuseum.org/664/509/FMNH_160998back.JPG; http://fm-digital-assets.fieldmuseum.org/664/510/FMNH_160998side.JPG; http://fm-digital-assets.fieldmuseum.org/664/874/FMNH_160998front.JPG,k-southwestern-u-s-a,2024-10-13 12:38:46
