imageFileName,gbifIDPlant,speciesPlant,scorePlant,scientificNameBird,gbifIDBird,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,dateFieldsValid,creator,publisher,license,rightsHolder,identifier,projectID,identificationDateTime
default_863368977_1.jpg,3083111,Couratari guianensis,1.5110000000000001,"Acestrura heliodor (Bourcier, 1840)",5228575,9.27528,-73.53417,3036.0,SOUTH_AMERICA,Cesar,1899,7,16,1899-07-16,True,Unknown,"Museum of Comparative Zoology, Harvard University",http://creativecommons.org/licenses/by-nc-sa/3.0/,© President and Fellows of Harvard College,https://iiif.mcz.harvard.edu/iiif/3/74694/full/max/0/default.jpg; https://iiif.mcz.harvard.edu/iiif/3/74716/full/max/0/default.jpg,k-western-south-america,2024-11-06 12:56:53
