imageFileName,gbifIDPlant,speciesPlant,scorePlant,scientificNameBird,gbifIDBird,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,dateFieldsValid,creator,publisher,license,rightsHolder,identifier,projectID,identificationDateTime
original_1584402224_1.jpg,3778854,Sanchezia oblonga,33.86,"Phaethornis stuarti Hartert, 1897",2476605,-12.608176,-69.034824,122.0,SOUTH_AMERICA,Madre de Dios,2015,6,7,2015-06-07T11:16,True,Zach DuFran,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Zach DuFran,https://inaturalist-open-data.s3.amazonaws.com/photos/7599513/original.jpg,k-western-south-america,2024-10-22 20:31:58
original_3384899988_1.jpg,5290105,Olyra latifolia,81.596,"Phaethornis stuarti Hartert, 1897",2476605,-12.804603,-71.39582,30.0,SOUTH_AMERICA,Madre de Dios,2019,12,6,2019-12-06T04:26:31,True,Jared Shorma,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Jared Shorma,https://inaturalist-open-data.s3.amazonaws.com/photos/159156924/original.jpg,k-western-south-america,2024-10-22 20:32:00
original_4436209681_1.jpeg,7313502,Passiflora quadriglandulosa,10.056,"Phaethornis stuarti Hartert, 1897",2476605,-12.898291,-71.396881,8.0,SOUTH_AMERICA,Cusco,2023,9,10,2023-09-10T09:20,True,Christoph Moning,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Christoph Moning,https://inaturalist-open-data.s3.amazonaws.com/photos/331381911/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381931/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381933/original.jpeg,k-western-south-america,2024-10-22 20:32:03
original_4436209681_2.jpeg,3172977,Pachystachys spicata,95.11800000000001,"Phaethornis stuarti Hartert, 1897",2476605,-12.898291,-71.396881,8.0,SOUTH_AMERICA,Cusco,2023,9,10,2023-09-10T09:20,True,Christoph Moning,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Christoph Moning,https://inaturalist-open-data.s3.amazonaws.com/photos/331381911/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381931/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381933/original.jpeg,k-western-south-america,2024-10-22 20:32:05
original_4436209681_3.jpeg,7313343,Passiflora glandulosa,65.549,"Phaethornis stuarti Hartert, 1897",2476605,-12.898291,-71.396881,8.0,SOUTH_AMERICA,Cusco,2023,9,10,2023-09-10T09:20,True,Christoph Moning,iNaturalist,http://creativecommons.org/licenses/by/4.0/,Christoph Moning,https://inaturalist-open-data.s3.amazonaws.com/photos/331381911/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381931/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/331381933/original.jpeg,k-western-south-america,2024-10-22 20:32:07
