imageFileName,gbifIDPlant,speciesPlant,scorePlant,scientificNameBird,gbifIDBird,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,dateFieldsValid,creator,publisher,license,rightsHolder,identifier,projectID,identificationDateTime
original_2826359549_1.jpeg,2956417,Calpurnia aurea,0.66,"Metallura odomae G.R.Graves, 1980",2476859,-4.377654,-79.112338,,SOUTH_AMERICA,Loja,2019,12,12,2019-12-12T10:33:14,True,Nelson Apolo,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Nelson Apolo,https://inaturalist-open-data.s3.amazonaws.com/photos/77560378/original.jpeg,k-western-south-america,2024-10-21 17:27:31
original_3415411208_1.jpeg,2899227,Palicourea quadrifolia,9.100999999999999,"Metallura odomae G.R.Graves, 1980",2476859,-4.377448,-79.111463,329.0,SOUTH_AMERICA,Loja,2021,10,18,2021-10-18T13:04,True,Eric Carpenter,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Eric Carpenter,https://inaturalist-open-data.s3.amazonaws.com/photos/168232647/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/168232660/original.jpeg,k-western-south-america,2024-10-21 17:27:34
original_3415411208_2.jpeg,2899248,Palicourea crocea,3.933,"Metallura odomae G.R.Graves, 1980",2476859,-4.377448,-79.111463,329.0,SOUTH_AMERICA,Loja,2021,10,18,2021-10-18T13:04,True,Eric Carpenter,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,Eric Carpenter,https://inaturalist-open-data.s3.amazonaws.com/photos/168232647/original.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/168232660/original.jpeg,k-western-south-america,2024-10-21 17:27:37
